2022.12.06,06:00,1.04938,1.04954,1.04756,1.04842,6752,193165
2022.12.06,07:00,1.04841,1.04979,1.04762,1.04904,9623,202792
2022.12.06,08:00,1.04907,1.05093,1.04819,1.04902,11635,214427
2022.12.06,09:00,1.04905,1.05026,1.04788,1.04941,9370,223797
2022.12.06,10:00,1.04941,1.05085,1.04914,1.05015,7742,231539
2022.12.06,11:00,1.05016,1.05225,1.04945,1.05168,8009,239548
2022.12.06,12:00,1.05167,1.05329,1.05133,1.05255,8152,247700
2022.12.06,13:00,1.05254,1.05259,1.0503,1.05132,9589,238107
2022.12.06,14:00,1.05134,1.0519,1.04979,1.0501,11867,226240
2022.12.06,15:00,1.05008,1.05093,1.04858,1.04997,14959,211281
2022.12.06,16:00,1.04998,1.0529,1.04952,1.04954,11932,199349
2022.12.06,17:00,1.04955,1.04975,1.04794,1.0482,8030,191319
2022.12.06,18:00,1.04819,1.04825,1.04629,1.04638,6157,185162
2022.12.06,19:00,1.04637,1.0469,1.04593,1.04631,5834,179328
2022.12.06,20:00,1.04635,1.04719,1.04621,1.04696,3168,182500
2022.12.06,21:00,1.04701,1.04705,1.04644,1.04671,1900,180596
2022.12.06,22:00,1.04652,1.04696,1.04646,1.04652,2927,177669
2022.12.06,23:00,1.04655,1.04698,1.04643,1.04674,2309,179982
2022.12.07,00:00,1.04674,1.0468,1.04562,1.0461,3428,176550
2022.12.07,01:00,1.04611,1.0474,1.04552,1.04727,5968,182522
2022.12.07,02:00,1.04726,1.04764,1.0465,1.04657,5956,176562
2022.12.07,03:00,1.04658,1.04677,1.0458,1.04672,3724,180290
2022.12.07,04:00,1.04672,1.04681,1.04587,1.04636,3041,177245
2022.12.07,05:00,1.04636,1.04709,1.04619,1.04665,4649,181898
2022.12.07,06:00,1.04667,1.04681,1.04474,1.0449,6438,175456
2022.12.07,07:00,1.04488,1.04671,1.04431,1.04595,11010,186470
2022.12.07,08:00,1.04594,1.04801,1.04495,1.04777,12490,198960
2022.12.07,09:00,1.04777,1.04842,1.04657,1.04759,9892,189064
2022.12.07,10:00,1.04759,1.05068,1.04725,1.04997,9624,198692
2022.12.07,11:00,1.04998,1.05047,1.04889,1.04893,7734,190954
2022.12.07,12:00,1.04894,1.05392,1.04862,1.05364,8766,199724
2022.12.07,13:00,1.05365,1.05473,1.052,1.05421,14080,213804
2022.12.07,14:00,1.05423,1.05497,1.05155,1.0517,15941,197859
2022.12.07,15:00,1.05169,1.05291,1.04951,1.0504,19393,178466
2022.12.07,16:00,1.05039,1.05104,1.04881,1.05038,11908,166558
2022.12.07,17:00,1.05039,1.05219,1.04986,1.0518,8722,175284
2022.12.07,18:00,1.0518,1.05286,1.05102,1.05104,7287,167993
2022.12.07,19:00,1.05103,1.05199,1.05062,1.05143,7199,175196
2022.12.07,20:00,1.05142,1.05169,1.05025,1.05096,6432,168760
2022.12.07,21:00,1.05096,1.05124,1.05039,1.05059,1980,166784
2022.12.07,22:00,1.05091,1.05116,1.0506,1.05079,3505,170289
2022.12.07,23:00,1.0509,1.05149,1.05086,1.05118,2275,172564
2022.12.08,00:00,1.05119,1.05152,1.05015,1.05021,3891,168669
2022.12.08,01:00,1.05021,1.05043,1.04947,1.05017,6457,162212
2022.12.08,02:00,1.05019,1.05074,1.04944,1.04954,5039,157173
2022.12.08,03:00,1.04955,1.05048,1.04943,1.05039,4553,161730
2022.12.08,04:00,1.05039,1.05044,1.04947,1.05011,4437,157289
2022.12.08,05:00,1.05012,1.0506,1.04939,1.05037,5195,162488
2022.12.08,06:00,1.05037,1.05187,1.05025,1.05135,5069,167557
2022.12.08,07:00,1.05129,1.0531,1.05094,1.0526,7568,175125
2022.12.08,08:00,1.05257,1.05273,1.05123,1.05265,9956,185081
2022.12.08,09:00,1.05266,1.05269,1.04895,1.04946,8288,176789
2022.12.08,10:00,1.04945,1.05135,1.04907,1.05131,7411,184204
2022.12.08,11:00,1.05131,1.05141,1.04922,1.05081,6343,177857
2022.12.08,12:00,1.05078,1.05244,1.05062,1.05188,8389,186250
2022.12.08,13:00,1.05187,1.05319,1.05108,1.05203,12036,198286
2022.12.08,14:00,1.05204,1.05401,1.05172,1.05391,15099,213385
2022.12.08,15:00,1.05389,1.05488,1.0535,1.05452,11894,225279
2022.12.08,16:00,1.0545,1.05649,1.05341,1.05514,9583,234862
2022.12.08,17:00,1.05513,1.05562,1.05391,1.05441,6845,228013
2022.12.08,18:00,1.05441,1.05617,1.05383,1.05578,6110,234127
2022.12.08,19:00,1.05578,1.05636,1.05453,1.05601,7696,241823
2022.12.08,20:00,1.05598,1.05609,1.05532,1.05554,4963,236856
2022.12.08,21:00,1.05553,1.0559,1.05545,1.05547,1934,234926
2022.12.08,22:00,1.05566,1.05582,1.05538,1.05556,4242,230680
2022.12.08,23:00,1.0556,1.05634,1.05548,1.05555,3014,227666
2022.12.09,00:00,1.05554,1.056,1.05519,1.056,2731,230401
2022.12.09,01:00,1.056,1.05853,1.05595,1.05791,8255,238656
2022.12.09,02:00,1.05794,1.05807,1.05662,1.05743,5869,232783
2022.12.09,03:00,1.05743,1.0584,1.05736,1.05806,5825,238612
2022.12.09,04:00,1.05811,1.05825,1.05757,1.05759,3562,235046
2022.12.09,05:00,1.0576,1.05868,1.05746,1.05768,4278,230768
2022.12.09,06:00,1.05769,1.05786,1.05709,1.05757,4399,226369
2022.12.09,07:00,1.05763,1.05883,1.05667,1.05678,8637,217732
2022.12.09,08:00,1.05678,1.05769,1.05607,1.05611,8640,209092
2022.12.09,09:00,1.0561,1.05662,1.05468,1.05571,8328,200764
2022.12.09,10:00,1.05576,1.05687,1.05524,1.05585,6186,206954
2022.12.09,11:00,1.05585,1.05644,1.0551,1.05534,7510,199440
2022.12.09,12:00,1.05535,1.05664,1.05501,1.0556,7827,207271
2022.12.09,13:00,1.0556,1.05664,1.05024,1.05389,15946,191321
2022.12.09,14:00,1.0539,1.05502,1.05252,1.05341,14250,177071
2022.12.09,15:00,1.05337,1.05578,1.0519,1.05408,16000,193075
2022.12.09,16:00,1.05406,1.05537,1.05348,1.05492,9365,202440
2022.12.09,17:00,1.05492,1.05503,1.05321,1.05455,6578,195858
2022.12.09,18:00,1.05454,1.05559,1.05397,1.05494,5312,201174
2022.12.09,19:00,1.05493,1.05523,1.05436,1.05469,5564,195606
2022.12.09,20:00,1.05469,1.05479,1.05301,1.05302,4817,190789
2022.12.09,21:00,1.053,1.05352,1.05288,1.05348,2560,193349
2022.12.11,22:00,1.05302,1.05382,1.05292,1.05345,1180,194533
2022.12.11,23:00,1.05349,1.05361,1.05182,1.05209,3236,191293
2022.12.12,00:00,1.05209,1.05232,1.05098,1.05136,5371,185922
2022.12.12,01:00,1.05137,1.05181,1.0506,1.05125,6790,179132
2022.12.12,02:00,1.05124,1.05202,1.05063,1.05131,4446,174686
2022.12.12,03:00,1.05132,1.05168,1.05117,1.0515,3090,177780
2022.12.12,04:00,1.05152,1.05197,1.05141,1.05162,2705,180485
2022.12.12,05:00,1.0516,1.05166,1.05081,1.05163,3887,184372
2022.12.12,06:00,1.05163,1.05279,1.05085,1.05225,5208,189580
2022.12.12,07:00,1.05232,1.05368,1.05146,1.05263,8943,198523
2022.12.12,08:00,1.05268,1.05513,1.05202,1.05452,9400,207923
2022.12.12,09:00,1.05453,1.05647,1.05442,1.05593,8217,216140
2022.12.12,10:00,1.05593,1.05668,1.05546,1.05645,5606,221746
2022.12.12,11:00,1.05645,1.05742,1.05588,1.05655,6404,228150
2022.12.12,12:00,1.05656,1.05742,1.05537,1.05557,6408,221738
2022.12.12,13:00,1.05558,1.05775,1.05533,1.05714,7485,229227
2022.12.12,14:00,1.05716,1.05765,1.05496,1.05556,9887,219336
2022.12.12,15:00,1.05556,1.05801,1.05206,1.05235,12475,206861
2022.12.12,16:00,1.05236,1.05497,1.05176,1.05441,10025,216890
2022.12.12,17:00,1.05444,1.05485,1.05286,1.05341,6516,210370
2022.12.12,18:00,1.05341,1.05353,1.05161,1.05223,8046,202324
2022.12.12,19:00,1.05225,1.05262,1.05106,1.05222,5719,196605
2022.12.12,20:00,1.05221,1.0538,1.05208,1.05358,5174,201783
2022.12.12,21:00,1.05356,1.05388,1.05333,1.05381,2038,203817
2022.12.12,22:00,1.05322,1.05366,1.05316,1.05365,967,202850
2022.12.12,23:00,1.05364,1.05422,1.05357,1.05413,1572,204426
2022.12.13,00:00,1.05413,1.05477,1.05373,1.05445,3293,207719
2022.12.13,01:00,1.05447,1.05495,1.05403,1.05464,5484,213203
2022.12.13,02:00,1.05464,1.05541,1.05447,1.05466,4193,217396
2022.12.13,03:00,1.05467,1.05482,1.05333,1.05346,3931,213461
2022.12.13,04:00,1.05348,1.05415,1.05312,1.05411,2925,216390
2022.12.13,05:00,1.05411,1.05517,1.05362,1.0551,4585,220975
2022.12.13,06:00,1.05512,1.05547,1.05455,1.05466,4533,216438
2022.12.13,07:00,1.05468,1.05604,1.05459,1.05513,7871,224313
2022.12.13,08:00,1.05517,1.05605,1.05315,1.05473,9338,214971
2022.12.13,09:00,1.05474,1.05474,1.05312,1.0543,7949,207022
2022.12.13,10:00,1.05433,1.05433,1.05278,1.05353,6485,200537
2022.12.13,11:00,1.05355,1.05464,1.05331,1.05355,5617,194920
2022.12.13,12:00,1.05355,1.05525,1.05327,1.05485,7526,202450
2022.12.13,13:00,1.05483,1.06612,1.05398,1.06464,19648,222098
2022.12.13,14:00,1.06472,1.06734,1.06312,1.06452,20410,201684
2022.12.13,15:00,1.06456,1.06503,1.06209,1.06362,18768,182916
2022.12.13,16:00,1.06366,1.06586,1.06247,1.06294,13428,169488
2022.12.13,17:00,1.06295,1.0638,1.06108,1.06145,12286,157202
2022.12.13,18:00,1.06145,1.0628,1.06104,1.06203,9499,166705
2022.12.13,19:00,1.06202,1.0641,1.0618,1.06362,7174,173879
2022.12.13,20:00,1.06361,1.06381,1.06254,1.0627,7631,166244
2022.12.13,21:00,1.0627,1.06331,1.0627,1.06324,2850,169098
2022.12.13,22:00,1.06321,1.0635,1.06282,1.06326,2456,171554
2022.12.13,23:00,1.06324,1.06361,1.06208,1.06242,3239,168311
2022.12.14,00:00,1.06241,1.06382,1.0623,1.0636,5584,173899
2022.12.14,01:00,1.06361,1.06391,1.06308,1.06346,6457,167438
2022.12.14,02:00,1.06347,1.06385,1.06265,1.06276,4459,162979
2022.12.14,03:00,1.06277,1.06291,1.0624,1.06261,2648,160331
2022.12.14,04:00,1.06261,1.06267,1.06196,1.0624,2368,157963
2022.12.14,05:00,1.06239,1.06303,1.06233,1.0626,3168,161135
2022.12.14,06:00,1.06259,1.06403,1.06257,1.06373,6171,167306
2022.12.14,07:00,1.06373,1.06424,1.062,1.06298,8595,158707
2022.12.14,08:00,1.06302,1.06445,1.06189,1.0642,10107,168818
2022.12.14,09:00,1.06418,1.06649,1.06389,1.06621,9026,177844
2022.12.14,10:00,1.06621,1.06718,1.06533,1.06695,9185,187029
2022.12.14,11:00,1.06694,1.06708,1.06451,1.06518,7457,179568
2022.12.14,12:00,1.06519,1.06521,1.06384,1.06455,7190,172378
2022.12.14,13:00,1.06456,1.06534,1.06362,1.06467,9132,181514
2022.12.14,14:00,1.06465,1.06509,1.06317,1.06428,11077,170433
2022.12.14,15:00,1.06428,1.06615,1.06412,1.06468,10618,181055
2022.12.14,16:00,1.06471,1.06608,1.06418,1.06541,9234,190289
2022.12.14,17:00,1.06539,1.06676,1.06497,1.06513,7175,183110
2022.12.14,18:00,1.06512,1.06847,1.06506,1.06794,6802,189916
2022.12.14,19:00,1.0681,1.06812,1.06207,1.06639,28063,161849
2022.12.14,20:00,1.0664,1.06949,1.06619,1.0679,19076,180929
2022.12.14,21:00,1.06791,1.06879,1.0676,1.06813,3529,184458
2022.12.14,22:00,1.06805,1.06824,1.06793,1.06803,482,184940
2022.12.14,23:00,1.06806,1.06816,1.06725,1.06759,3463,181473
2022.12.15,00:00,1.06759,1.06826,1.06667,1.06791,4184,185661
2022.12.15,01:00,1.06794,1.06801,1.06598,1.06625,6290,179367
2022.12.15,02:00,1.06626,1.06651,1.06546,1.06581,4451,174916
2022.12.15,03:00,1.06581,1.06597,1.06543,1.06546,3427,171489
2022.12.15,04:00,1.06548,1.06551,1.06466,1.06477,2701,168788
2022.12.15,05:00,1.06476,1.06591,1.06457,1.06586,3792,172584
2022.12.15,06:00,1.06586,1.06608,1.06533,1.06547,4475,168105
2022.12.15,07:00,1.06543,1.06568,1.06402,1.0641,7574,160531
2022.12.15,08:00,1.06411,1.06468,1.06203,1.06219,10944,149587
2022.12.15,09:00,1.06219,1.06228,1.06056,1.06217,9539,140048
2022.12.15,10:00,1.06217,1.06275,1.06157,1.06158,7404,132644
2022.12.15,11:00,1.06157,1.06243,1.06066,1.06239,7164,139812
2022.12.15,12:00,1.06242,1.06278,1.06138,1.06228,8698,131110
2022.12.15,13:00,1.0623,1.06683,1.06139,1.06526,16059,147173
2022.12.15,14:00,1.06524,1.07359,1.06485,1.0699,20461,167634
2022.12.15,15:00,1.06991,1.07046,1.06233,1.06485,19199,148431
2022.12.15,16:00,1.06483,1.06566,1.06285,1.0637,13110,135321
2022.12.15,17:00,1.06374,1.06384,1.05929,1.05991,11420,123901
2022.12.15,18:00,1.05997,1.06238,1.05921,1.06224,7504,131409
2022.12.15,19:00,1.06224,1.0637,1.0619,1.06307,6725,138134
2022.12.15,20:00,1.06307,1.06382,1.06214,1.0625,5680,132450
2022.12.15,21:00,1.06247,1.06277,1.06198,1.06263,2353,134803
2022.12.15,22:00,1.06252,1.06302,1.06218,1.06295,2602,137409
2022.12.15,23:00,1.06299,1.06389,1.06268,1.06386,2171,139580
2022.12.16,00:00,1.06387,1.06429,1.06344,1.06408,3757,143337
2022.12.16,01:00,1.06411,1.06472,1.06387,1.06417,8295,151632
2022.12.16,02:00,1.06417,1.06625,1.06409,1.06509,5955,157587
2022.12.16,03:00,1.06507,1.06533,1.06453,1.06478,3920,153663
2022.12.16,04:00,1.0648,1.06516,1.06437,1.06462,3546,150117
2022.12.16,05:00,1.0646,1.06479,1.06406,1.06454,3958,146159
2022.12.16,06:00,1.06452,1.06606,1.06424,1.06563,4839,151002
2022.12.16,07:00,1.06561,1.06632,1.06307,1.06311,8269,142729
2022.12.16,08:00,1.06313,1.06607,1.06253,1.06553,10008,152741
2022.12.16,09:00,1.06552,1.06573,1.061,1.06117,9737,143000
2022.12.16,10:00,1.06116,1.06287,1.06094,1.06236,7889,150893
2022.12.16,11:00,1.06233,1.06395,1.06201,1.06353,6792,157685
2022.12.16,12:00,1.06353,1.06383,1.0617,1.06217,6295,151386
2022.12.16,13:00,1.06215,1.0636,1.06133,1.06341,8795,160185
2022.12.16,14:00,1.06341,1.0649,1.0617,1.06432,15746,175931
2022.12.16,15:00,1.06433,1.06437,1.06079,1.06165,14919,161008
2022.12.16,16:00,1.06166,1.06246,1.05976,1.06092,11160,149848
2022.12.16,17:00,1.06092,1.06192,1.06041,1.0605,8128,141720
